Gene name,Disease1,Disease2,Disease3,Control1,Control2,Control3
RBP4,0.932379,0.308323,0.269209,6.063339,1.208489,0.229187
RBP5,0.092199,0.224624,0.056852,0.02374,0.024992,0.197241
RBP7,17.284309,15.284448,11.828331,12.727609,8.187586,6.1297
RBPJ,11.459629,10.665966,11.156238,11.874585,13.274425,7.450379
RBPJL,0,0.046995,0,0,0,0
RBPMS,44.951553,63.565616,50.218212,48.980169,55.052221,35.255816
RBPMS-AS1,0.607337,0.465863,0.96398,0.790534,0.33517,0.967186
RBPMS2,62.5381,66.456395,48.543894,78.237439,72.307332,57.264239
RBX1,53.598209,62.529575,55.934902,59.094241,60.994104,37.232952
RC3H1,7.252857,8.343463,7.039559,8.360653,9.263721,4.475849
RC3H2,11.801661,12.818116,10.624964,12.453473,13.577957,9.597203
RCAN1,16.790721,13.193959,11.583713,15.50495,21.944266,12.723385
RCAN2,116.423209,117.197866,98.280405,131.407237,132.732139,89.524568
RCAN3,2.808191,3.72015,2.945816,3.500337,3.809045,2.859469
RCAN3AS,0,0,0.08494,0.103811,0,0
RCBTB1,9.856174,10.933307,10.287182,11.451513,10.349579,6.661153
RCBTB2,4.611774,5.806326,5.384736,5.818009,6.187221,3.857971
RCC1,1.203074,1.072731,1.379744,1.332576,1.060848,1.177531
RCC2,6.386565,5.134085,4.865866,5.025116,6.518574,3.621834
RCCD1,1.994981,2.373782,1.884303,1.573908,1.600393,1.454298
RCE1,1.974495,1.985943,1.652831,1.798538,2.091756,2.512231
RCHY1,12.069251,10.781447,8.546115,12.205162,10.671393,7.321345
RCL1,2.450191,1.86518,2.774461,2.489481,2.649257,1.822539
RCN1,12.979478,10.214342,11.484976,13.275297,16.34411,11.196212
RCN2,17.286022,17.09864,13.830231,16.888404,16.882664,11.336997
RCN3,2.360271,1.325694,1.503446,1.20539,1.87405,2.828995
RCOR1,5.346627,4.841141,4.580131,5.130737,5.682411,3.307301
RCOR2,2.250171,3.22405,2.061708,1.369082,2.240338,1.464262
RCOR3,16.247648,19.06785,16.959165,15.943644,16.778159,11.033796
RCSD1,16.936303,20.045983,17.558563,20.941632,18.812144,9.875525
RCVRN,0,0,0.013369,0.048835,0,0.271518
RD3,0.003554,0,0.018896,0.004663,0.034241,0
RD3L,12.819934,14.067308,13.262567,10.368968,13.724504,11.611401
RDH10,4.067649,2.819997,2.919935,2.80709,2.716311,1.785001
RDH11,5.679024,5.993654,4.647229,5.469405,6.292926,5.080238
RDH12,0,0,0.016988,0,0.032892,0
RDH13,10.913884,9.078448,9.182454,8.455238,9.521563,6.235072
RDH14,28.175592,30.512276,26.298315,28.775166,31.23521,19.21815
RDH16,0.407689,0.550398,0.285811,0.686723,0.587654,0.501016
RDH5,0.043213,0.794281,0.514152,0.995462,0.931188,1.382798
RDH8,0,0,0,0,0,0
RDM1,0,0,0.058149,0,0,0
RDX,30.004201,31.857247,30.549137,34.922162,33.557499,19.579857
REC8,0.378858,0.262822,0.042665,0.167038,0.402089,0.119828
RECK,2.479062,3.373522,2.534325,3.006325,3.694583,2.807582
RECQL,11.922382,12.391097,14.289265,13.22496,14.988428,7.725159
RECQL4,0.102551,0.292299,0.113234,0.081325,0.213916,0.162596
RECQL5,0.991455,2.009615,2.300221,1.488195,1.4534,1.670676
REEP1,6.664207,7.166735,5.813903,4.810769,7.980167,3.664637
REEP2,4.756882,7.544149,2.351486,3.806185,3.814449,0.958916
REEP3,7.515721,6.530904,7.831296,8.596063,7.482603,3.974384
REEP4,1.527051,2.0675,1.353719,1.904601,2.300655,1.260335
REEP5,57.193546,67.181568,71.832544,76.184541,84.884017,49.167618
REEP6,3.516348,2.153632,2.082351,2.394201,2.581383,1.996337
REG1A,0,0,0,0,0.157639,0
REG1B,0,0,0,0,0,0
REG1P,0,0,0,0,0,0
REG3A,0.127148,0.028134,0,0,0.021747,0
REG3G,0,0,0,0,0,0
REG4,0.273174,0.064466,0,0,0,0.364806
REL,1.530047,2.174973,1.9171,2.090071,2.126122,1.496415
RELA,9.726026,10.383383,9.05742,9.192786,10.430189,6.734085
RELB,1.386362,1.579351,1.11329,1.763518,1.472138,1.171388
RELL1,8.780229,9.741128,8.394718,9.938542,10.901601,6.184607
RELL2,0.065917,0.050599,0.136161,0.08411,0.057296,0.080939
RELN,0.57258,0.649762,0.597952,1.696176,0.698703,0.439823
RELT,0.900964,0.386696,0.377199,0.556005,0.38773,0.257594
REM1,0.426337,0.922676,1.027913,0.415274,1.008623,0.621382
REM2,0,0.202717,0.013532,0.033296,0.134671,0
REN,0,0,0,0,0,0
RENBP,3.058547,4.00587,3.510146,3.641724,2.524911,2.230233
REP15,1.627302,1.51066,1.734547,1.899363,3.264466,0.595437
REPIN1,27.36835,36.013929,33.912008,35.141175,34.408818,26.423326
REPS1,7.528471,8.527653,8.752954,7.907397,11.341152,5.691175
REPS2,1.876344,2.10357,1.046432,3.203049,2.002985,3.093388
RER1,24.585838,27.244796,25.642848,25.778284,30.110018,21.544648
RERE,17.490514,21.541389,17.141766,21.363554,26.599516,12.114224
REREP3,0,0.071485,0,0.05405,0.02852,0
RERG,1.429055,1.727899,1.46451,2.210485,2.124352,2.025988
RERG-AS1,0,0,0,0,0,0
RERGL,1.111925,0.774352,2.077284,1.988107,1.216263,0
RESP18,0,0,0,0,0,0
REST,9.619532,10.1362,9.999461,11.383433,12.357705,6.37494
RET,0.90744,1.951335,1.497612,1.888314,1.239452,0.573421
RETN,0,0,0,0.245025,0,0
RETNLB,0,0,0,0,0,0
RETSAT,6.385999,7.296251,7.522441,12.046363,9.028777,6.328465
REV1,8.309751,12.604913,13.297372,8.964272,9.973151,4.958195
REV3L,3.267335,2.86597,2.498487,2.809571,3.448995,1.951701
REXO1,3.920683,4.488728,3.70473,5.03476,4.457901,2.689909
REXO1L1P,0.845202,0.56685,0.163672,0.654263,0.305385,1.042641
REXO1L2P,0,0.198078,0,0,0,0
REXO2,48.741383,70.155899,55.188642,73.614661,60.463541,43.246069
REXO4,3.917991,4.963276,5.134582,4.871595,4.516261,3.251791
RFC1,7.688796,9.037415,7.685079,8.790553,8.426809,6.043024
RFC2,4.528474,3.368073,4.298779,3.802616,4.843575,2.551809
RFC3,2.449469,2.992037,2.401462,2.643437,3.663593,1.528167
RFC4,2.269252,2.445874,2.073034,2.75671,2.664931,1.45638
RFC5,1.09941,1.882888,1.006095,1.71948,2.046545,1.646704
RFESD,1.440493,1.661726,1.623821,1.492484,1.562268,1.435118
RFFL,3.310684,2.070537,1.981777,2.683214,2.834137,2.962588
RFK,10.355356,13.645229,11.461263,11.744821,13.666903,10.927317
RFNG,5.449752,5.521448,3.974498,4.371872,5.112024,3.844346
RFPL1,0,0,0,0,0.031922,0
RFPL1S,0.050144,0.005358,0.044442,0.085355,0.057156,0.016343
RFPL2,0.02394,0,0,0.014918,0,0
RFPL3,0,0,0,0,0,0
RFPL3S,0,0,0,0,0,0
RFPL4A,0,0,0.020583,0,0,0
RFPL4AL1,0.185628,0,0,0.108542,0,0
RFPL4B,0,0,0,0,0,0
RFT1,4.490264,4.41583,2.656563,4.229476,4.6679,3.816847
RFTN1,8.115697,9.223466,8.591324,7.428925,8.251918,5.401794
RFTN2,2.872446,1.888771,2.684444,2.26135,2.472124,1.599959
RFWD2,7.811086,8.340219,7.876391,9.431964,8.680063,5.332245
RFWD3,1.337087,1.106726,1.053376,1.384222,1.21297,1.060711
RFX1,2.927114,3.504183,2.739087,2.776245,3.3452,2.491205
RFX2,0.798917,0.558892,0.424333,0.587446,1.316271,0.693932
RFX3,1.26104,1.008891,0.894849,0.943408,1.445441,1.1363
RFX4,0,0,0,0.036938,0,0
RFX5,5.266131,4.695108,3.127568,4.888674,5.158634,4.896387
RFX6,0,0.033688,0,0,0,0
RFX7,3.258057,2.176287,2.410428,3.140649,3.272701,1.833302
RFX8,0,0,0.020962,0,0.040557,0
RFXANK,9.458403,10.951688,9.519827,7.822066,8.711277,7.368887
RFXAP,0.919719,1.04509,0.941826,0.985987,1.201093,1.248938
RGAG1,0.077693,0.111578,0.079405,0.044158,0.162254,0.047021
RGAG4,0.944355,0.980006,0.871113,0.914436,1.105816,0.461319
RGCC,22.008047,18.786242,25.803432,22.363637,26.468328,7.866157
RGL1,5.413606,5.671516,5.224918,6.864878,6.943984,4.011772
RGL2,10.541669,11.110678,7.958093,9.371442,9.142588,7.428751
RGL3,0.208698,0.416658,0.14936,0.14537,0.298237,0.388886
RGL4,0.019803,0.03528,0,0.051806,0,0
RGMA,5.696413,7.130536,6.745849,4.915579,6.234971,3.973721
RGMB,5.328496,5.470467,5.01412,6.561405,6.506674,4.143958
RGMB-AS1,0,0,0.008665,0.010486,0,0.104991
RGN,11.310581,12.403751,4.130776,7.382898,8.115966,5.024984
RGP1,10.413369,13.347176,10.827308,13.064254,13.083973,5.958903
RGPD1,0.098306,0.069776,0.003249,0.090545,0.140011,0.314208
RGPD2,0.117493,0.393066,0,0.321059,0.192667,0.449821
RGPD3,0.059783,0,0.047885,0.019609,0.054762,0.046705
RGPD4,0.199353,0.025858,0.087414,0.11382,0.126502,0.090561
RGPD4-AS1,0,0,0,0,0,0.123227
RGPD5,6.001542,4.402171,5.669729,7.471926,10.774114,3.515256
RGPD6,0.461843,1.071617,0.340449,0,0,0.594424
RGPD8,2.687257,1.527232,2.462307,1.45394,1.480044,1.383604
RGR,0,0.352768,0.053052,0.179216,0.134531,0.130568
RGS1,0.292294,0,0.060539,0.074335,0.154692,0.66779
RGS10,1.825952,1.730258,1.435047,1.508731,0.931784,2.216206
RGS11,1.48718,0.877468,0.395455,0.650321,1.130389,1.188653
RGS12,2.672924,3.132806,2.453577,2.386302,2.684507,2.544282
RGS13,0.397665,0,0.137157,0.061894,0.170976,0.224496
RGS14,1.175136,0.506591,0.607595,0.448358,0.495144,1.037105
RGS16,0.438827,0.318246,0.776185,0.565535,0.637562,0.18407
RGS17,0.108387,0.101762,0.088224,0.090728,0.094431,0
RGS18,0.639265,0.571913,0.853112,1.686676,0.152787,0.733939
RGS19,1.701688,1.308781,1.169567,1.299959,1.081434,1.044918
RGS2,6.046564,6.421823,4.749689,7.064459,8.669445,7.806673
RGS20,0,0.05379,0.018383,0.016473,0,0.377867
RGS21,0.012819,0,0,0,0,0
RGS22,0.633556,0.331904,0.221636,0.288444,0.428539,0.627404
RGS3,36.999885,37.980664,27.066299,27.348306,35.00136,22.187081
RGS4,0.662546,0.614378,0.681728,0.240109,0.327845,0.156814
RGS5,92.300996,111.120296,101.093965,96.214963,110.991727,41.415006
RGS6,4.973096,8.506573,5.595358,4.910337,6.24175,6.128392
RGS7,0,0,0,0,0,0.015371
RGS7BP,0.595193,1.527433,1.704957,1.750289,1.185117,0.537005
RGS8,0.004227,0,0.041118,0.022322,0.029458,0
RGS9,0.17418,0.178932,0.107348,0.104531,0.092799,0.139744
RGS9BP,2.96352,4.480187,3.761208,3.686827,3.070868,3.259981
RGSL1,0,0,0,0,0,0.004075
RHAG,0.156785,0.152532,0.181835,0.221849,0.39206,0.29884
RHBDD1,10.285663,9.281302,9.400338,9.85026,10.673554,5.766471
RHBDD2,12.868671,10.539759,7.987381,12.880329,12.120695,9.002323
RHBDD3,3.487666,4.311796,3.235536,4.100542,4.122746,2.66937
RHBDF1,3.25424,3.571656,3.496434,4.316175,4.53623,3.054836
RHBDF2,1.677616,2.257251,1.367036,2.410543,2.022149,0.881577
RHBDL1,0.544308,1.030635,1.132525,1.046821,1.552136,0.318582
RHBDL2,0.166167,0.208216,0.115544,0.104147,0.23451,0.342433
RHBDL3,0.146424,0.302432,0.200273,0.118339,0.492611,0.037881
RHBG,0.1502,0.149589,0.097766,0.228619,0.13811,0.036202
RHCE,0.133694,1.022738,0.53824,0.514574,0.305922,0
RHCG,0,0.042815,0,0,0,0
RHD,0.080601,0.051306,0.036876,0.054265,0.114002,0.371392
RHEB,27.241259,33.474568,27.551593,31.332422,32.876309,19.402632
RHEBL1,0.392903,0,0.045851,0.083703,0.348617,0
RHEBP2,0.745235,0.519943,0.637532,0.740773,0.653804,0.863518
RHNO1,2.005554,1.283299,2.289683,1.5984,2.001726,0.875865
RHO,0,0,0,0.036397,0,0.089021
RHOA,122.080868,123.597246,115.4949,132.089157,133.856387,90.06232
RHOB,74.80224,58.909469,67.094259,66.427234,70.041192,53.333901
RHOBTB1,5.681132,3.613049,6.015397,4.224232,6.16761,3.371387
RHOBTB2,9.129567,8.586796,7.76648,9.389485,10.805926,7.06236
RHOBTB3,19.855681,21.149694,19.382843,17.767857,21.191153,13.737037
RHOC,85.001587,57.087709,63.41309,64.537669,89.174697,52.80097
RHOD,15.207831,16.791017,17.926052,19.959973,14.625073,18.204925
RHOF,8.604559,12.579503,7.860385,11.873594,9.788154,5.985081
RHOG,9.708203,7.418468,6.923853,8.498763,8.515636,6.693198
RHOH,0.240123,0.481287,0.03994,0.254642,0.03138,0.460146
RHOJ,3.231772,5.319403,3.07141,3.223855,3.64875,1.862527
RHOQ,205.238002,216.027935,176.812661,229.400826,213.143269,151.113445
RHOT1,15.741424,18.074032,17.513838,21.120554,17.863166,11.597386
RHOT2,11.534844,17.229825,14.766455,13.408927,13.855384,12.697315
RHOU,1.568338,0.982732,1.75007,1.93847,1.676431,1.217497
RHOV,0.06656,0,0.049858,0,0.039809,0.060272
RHOXF1,0,0,0,0.03158,0.066339,0
RHOXF2,0,0.021525,0,0,0.067037,0
RHOXF2B,0,0,0,0,0,0
RHPN1,0.22073,0.022676,0.140543,0.111515,0.202782,0.175743
RHPN1-AS1,0.18877,0.208147,0.026346,0.117554,0.111311,0.161146
RHPN2,0.773501,0.721562,0.64981,0.781426,0.953748,0.726147
RIBC1,0.045663,0.078319,0.258187,0.157042,0.248741,0.202812
RIBC2,0,0,0,0.031842,0.033633,0
RIC3,2.448197,1.3744,2.561776,1.718635,2.577388,1.304861
RIC8A,14.693183,13.250425,12.716978,14.912881,13.853108,9.710184
RIC8B,9.056994,8.684383,8.618628,7.242041,10.816862,5.22381
RICTOR,7.261582,8.070521,7.781461,10.717748,10.912819,4.938383
RIF1,5.202206,6.272633,6.05069,6.203763,7.851458,3.35718
RIIAD1,0,0.603443,0.260269,1.205662,0.39472,0.719066
RILP,17.117514,24.989641,20.473396,23.136851,20.741271,12.832442
RILPL1,27.834147,30.656285,24.567019,34.703128,27.722397,23.018713
RILPL2,3.413432,2.14218,2.691704,2.684658,2.861412,2.252183
RIMBP2,0.016663,0,0.00252,0.024768,0.006543,0.036175
RIMBP3,0,0,0.023446,0.044701,0.031889,0
RIMBP3B,0.011498,0.034684,0.004251,0,0.024617,0.043263
RIMBP3C,0,0,0,0,0,0
RIMKLA,1.633164,2.859897,2.15278,5.55108,3.150623,1.359825
RIMKLB,2.104552,3.211147,2.597429,3.057744,3.5217,2.115308
RIMS1,0.573315,0.072968,0.568472,1.003619,0.627823,0.329344
RIMS2,0,0,0.016516,0,0,0.028203
RIMS3,0.155877,0.350598,0.293313,0.189348,0.274991,0.139455
RIMS4,0.042143,0.065083,0.011913,0.010984,0.007741,0.167265
RIN1,0.596817,0.154527,0.400273,0.260712,0.522739,0.705813
RIN2,16.243586,14.466785,15.595582,16.748354,15.08489,10.176909
RIN3,2.147572,2.356011,2.328255,3.2459,2.654777,1.663641
RING1,9.967812,9.21266,8.076158,8.426845,11.631934,6.144171
RINL,0.843091,1.077785,0.835062,0.928087,1.047441,0.921912
RINT1,6.144473,6.674914,6.973292,5.909536,6.480362,3.83249
RIOK1,4.148686,3.144704,3.728769,3.621142,3.835053,2.603051
RIOK2,4.868056,5.873056,4.645134,4.932132,4.947923,3.196034
RIOK3,15.240105,18.37656,14.885948,17.779662,16.440274,12.343737
RIPK1,3.109634,2.749624,2.125501,2.637264,3.316177,2.103831
RIPK2,3.899836,3.457799,2.502398,3.329032,4.076828,2.515486
RIPK3,0.445079,0.695502,0.256095,0.625159,0.392531,0.379716
RIPK4,0.048787,0,0.046819,0.031549,0.099617,0.030339
RIPPLY1,0,0,0.037585,0,0,0
RIPPLY2,0,0,0,0.231308,0,0.538426
RIPPLY3,0.124154,0.141697,0.18918,0.158186,0.047146,0
RIT1,6.489506,5.938287,6.354968,7.228654,7.086025,4.079336
RIT2,0,0,0,0,0,0
RITA1,8.045302,7.80603,5.915792,6.072375,6.777596,5.68809
RLBP1,0,0,0.018779,0.023221,0.024325,0
RLF,4.790813,5.37067,4.405229,5.444097,6.15555,3.18276
RLIM,8.595022,9.267512,8.109804,9.636283,10.276568,6.073676
RLN1,0.826544,0.039195,0.626235,0.305661,0.334916,0.327872
RLN2,0,0.469358,0.277971,0.186104,0.190339,0.229586
RLN3,0,0,0,0,0,0
RLTPR,0.011362,0.046914,0.011691,0.009732,0.087851,0.033628
RMDN1,30.521447,39.270398,33.23746,32.716518,32.725179,22.093039
RMDN2,3.058555,4.12227,2.334541,2.03299,2.079933,2.217141
RMDN2-AS1,0,0,0,0,0,0
RMDN3,5.081644,5.896737,6.392603,5.691059,7.065345,3.376482
RMI1,2.533764,2.948632,2.671696,3.921299,3.075013,2.188015
RMI2,0.543777,0.976643,0.111526,0.433774,0.124575,0.455872
RMND1,4.751647,5.67877,5.299166,6.45503,5.633406,4.613813
RMND5A,46.911294,57.473695,54.75167,52.296607,56.063491,29.615002
RMND5B,12.796921,13.852835,11.487924,11.781985,12.400343,9.529472
RMRP,6800.438456,9632.211452,9601.135634,7965.654035,9576.537674,8186.502985
RMST,4.600582,6.297019,3.372288,1.847902,3.708566,2.315042
RN7SK,41117.83579,44786.17437,49238.25236,36525.74979,54108.6242,49821.36815
RN7SL1,196732.8643,159059.4788,181410.6966,172863.3625,137863.4311,195231.0915
RN7SL2,321016.5524,320188.2605,333646.6588,348799.7855,299639.8529,299324.7631
RNA18S5,6748.294879,3504.152551,2940.113923,1995.844119,16838.57182,19763.34493
RNA28S5,5898.015798,2837.903104,2453.329229,1336.317559,14398.49351,19007.1131
RNA45S5,3879.638993,7520.160048,7215.430084,5291.998264,5331.79454,4667.104484
RNA5-8S5,30087.70528,14218.29658,10386.59191,8077.020796,38954.55984,62593.72449
RNA5S1,998.336547,962.950957,709.254542,513.249173,1595.958699,2321.187986
RNA5S9,1.100022,0,2.529111,11.722562,3.730289,20.787072
RNASE1,130.748359,86.514645,80.904429,86.626579,84.858489,47.838771
RNASE10,2.187439,1.860649,1.184973,1.120104,1.396648,0.929551
RNASE11,0,0,0,0.063429,0,0
RNASE12,0,0,0,0,0,0
RNASE13,0,0,0,0,0,0
RNASE2,0,0,0.158969,0.229687,0.100112,0
RNASE3,0,0,0,0,0,0
RNASE4,5.135979,5.495384,5.329847,6.785028,7.053577,4.180942
RNASE6,0.511451,0.769084,1.118651,1.09827,0.727919,1.607938
RNASE7,0,0,0,0,0,0
RNASE8,0,0,0,0,0,0
RNASE9,0,0,0,0,0,0
RNASEH1,8.815254,8.510257,8.481777,9.416121,9.443978,6.334098
RNASEH1-AS1,4.446398,2.331046,1.607478,3.786897,4.137732,1.329514
RNASEH2A,3.198453,3.671182,2.900393,3.008761,2.911686,3.338548
RNASEH2B,11.957884,18.007649,16.128929,18.370011,19.467414,8.955121
RNASEH2B-AS1,0.206939,0,0,0,0.402481,0
RNASEH2C,7.706649,9.574048,7.848302,9.916935,8.248509,4.681095
RNASEK,60.418902,66.806048,58.035209,58.830731,74.257318,56.605195
RNASEK-C17orf49,0,0.054221,0.084964,0,0.479244,0
RNASEL,1.168768,1.196539,1.211771,0.945226,1.262647,1.488967
RNASET2,6.755613,5.076872,4.905957,6.844783,4.695569,4.736934
RND1,0.054659,0.26066,0.097832,0.239273,0.076578,0.279407
RND2,0.236268,0.27116,0.10183,0.392294,0.487838,0.179646
RND3,10.194625,8.516258,10.68157,11.156835,10.649989,7.842522
RNF10,57.767958,64.315155,52.268403,66.257437,58.833213,38.355384
RNF103,21.615044,27.273922,31.329007,27.338959,29.463627,18.995042
RNF103-CHMP3,0.422089,1.817502,1.150829,1.287671,1.447486,0
RNF11,50.128823,48.78432,44.614607,46.407859,50.868185,32.10669
RNF111,4.7185,5.671998,4.86249,5.770941,6.385865,3.639771
RNF112,0.280742,0.097889,0.132048,0.163675,0.191,0.282999
RNF113A,3.368168,4.283107,3.855973,3.738842,5.230626,2.982029
RNF113B,0,0,0,0.015103,0,0
RNF114,15.519305,17.562221,13.672906,14.975403,15.702149,12.358225
RNF115,36.925377,48.51729,38.915667,47.508743,48.37369,25.233037
RNF121,4.55817,4.917211,3.811634,4.221776,4.54104,3.966924
RNF122,3.820759,4.814268,3.359073,3.646632,6.160406,3.719522
RNF123,8.977447,10.809258,8.718888,11.449502,11.02448,7.175326
RNF125,2.023329,1.458381,1.421871,1.763115,1.726591,0.880679
RNF126,6.422571,9.547353,6.796797,6.654957,8.076659,5.16107
RNF126P1,0.08033,0.023034,0,0.016828,0.017744,0.190073
RNF128,0.348755,0.33957,0.057921,0.080284,0.157191,0.355394
RNF13,17.184941,13.344787,13.539567,17.453392,16.817752,15.298704
RNF130,18.182427,19.170261,15.327051,18.127005,15.329896,14.00484
RNF133,0,0.291656,0.108102,0,0.051373,0.063584
RNF135,2.199942,2.066922,1.662885,1.819921,1.961232,1.279726
RNF138,4.123539,3.719103,2.704337,3.249698,3.719744,3.324658
RNF138P1,0.283989,0.464784,0.226524,0.363873,0.6263,0.405241
RNF139,9.06611,9.874387,8.812823,9.961361,8.904019,4.362245
RNF139-AS1,0.228007,0.309036,0.160088,0.214595,0.298801,0.25941
RNF14,29.952979,29.491197,27.45448,29.095704,26.322247,15.947914
RNF141,14.702608,17.805665,12.005679,16.231109,12.89695,8.053673
RNF144A,7.790009,5.671563,7.345798,6.778249,7.730058,4.485013
RNF144A-AS1,0.186064,0.205204,0.225933,0.278257,0.356446,0.116822
RNF144B,3.972427,3.88152,5.613015,4.085568,4.466477,2.31185
RNF145,10.195834,8.438379,7.524512,8.366419,10.766304,6.568583
RNF146,18.823315,20.203685,18.528815,23.917138,21.579401,11.983788
RNF148,0,0,0.058831,0.144408,0.037603,0
RNF149,5.376079,5.616031,4.60144,4.576262,4.998391,4.938504
RNF150,16.665094,17.692446,17.417334,22.898521,22.543829,10.407085
RNF151,0,0,0,0,0,0
RNF152,6.815361,7.700574,6.005298,6.046612,10.39288,4.641541
RNF157,2.60405,3.69583,0.679575,3.487292,1.407284,1.687329
RNF157-AS1,0,0,0,0,0.018705,0
RNF165,0.679358,0.759977,1.379312,0.900295,1.069972,0.653285
RNF166,4.336627,4.846194,4.282257,4.73294,4.51942,4.239716
RNF167,28.839554,30.483919,27.003994,28.205671,27.804457,20.089168
RNF168,7.76429,8.445928,6.44303,7.860703,8.593927,5.309996
RNF169,4.029475,4.595175,4.681323,4.375353,4.716359,3.356636
RNF17,0,0,0,0.178613,0,0
RNF170,4.244502,3.371072,3.291809,3.69914,3.565334,2.862055
RNF175,0,0.634461,0.133745,0.422324,0.03753,0
RNF180,5.8316,6.501028,5.569555,5.3021,7.236965,4.021709
RNF181,28.936941,31.482918,26.070649,28.623412,32.029542,19.74277
RNF182,0,0,0,0.090593,0.032492,0
RNF183,0.09733,0,0,0,0,0.117529
RNF185,7.723896,8.03235,7.141084,7.943062,8.907098,5.277906
RNF186,0,0.34006,0,0.0196,0,0.446202
RNF187,24.090417,36.372496,29.526178,26.057325,29.084554,15.657419
RNF19A,14.687188,16.571802,13.11451,16.534615,17.288607,11.316062
RNF19B,5.578498,5.943284,6.289761,6.138854,5.710493,3.42288
RNF2,5.558477,5.914114,4.529501,6.206385,5.708883,3.096624
RNF20,10.806102,14.496772,12.485631,12.918085,14.647355,9.429056
RNF207,8.811565,10.518295,8.813546,9.474024,11.636969,7.206304
RNF208,9.730898,10.102643,9.212429,11.786923,9.90929,7.493533
RNF212,0.568124,0.139397,0.113238,0.16952,0.135729,0.0364
RNF213,5.62748,6.876724,6.036002,6.34456,7.386321,4.420112
RNF214,5.191529,5.613466,4.96259,5.772142,7.142092,3.287325
RNF215,1.802653,1.035931,1.840904,1.270081,1.860493,1.281948
RNF216,6.667174,6.890538,6.086099,7.58508,8.05912,5.756585
RNF216-IT1,0.325548,0,0,0,0.662138,0
RNF216P1,2.443242,1.811235,2.207355,2.594066,3.255309,1.88573
RNF217,3.243915,2.875412,3.796922,3.640169,3.701329,2.860817
RNF219,4.385071,4.609401,3.802844,4.731809,5.426839,3.246453
RNF219-AS1,0,0.052887,0,0,0,0
RNF220,15.960807,17.69809,15.84054,18.032308,18.543349,13.830924
RNF222,0.122781,0.04306,0.038315,0.104728,0.128122,0.238382
RNF223,0,0,0,0,0,0.245062
RNF224,0,0.077792,0,0,0,0
RNF24,1.527841,1.782281,1.350802,1.339337,1.988907,0.999834
RNF25,3.776848,2.876477,3.891167,4.895732,3.989231,3.644934
RNF26,5.390554,4.631902,5.213893,7.535167,4.760837,2.476279
RNF31,7.120478,7.708825,7.114533,8.268335,7.453041,5.514738
RNF32,0.116045,0.105457,0.08688,0.10317,0.097615,0
RNF34,9.53827,7.267048,6.907641,9.588117,8.380397,4.955814
RNF38,8.272885,8.027279,9.200546,10.241741,10.746518,5.644
RNF39,0.034606,0.055065,0,0,0.011794,0.104227
RNF4,9.398702,10.646548,9.351555,11.254978,11.406994,6.684874
RNF40,5.219488,6.504025,4.827416,5.98618,6.586522,5.249721
RNF41,13.880673,13.714501,12.569262,15.102942,14.333027,9.812244
RNF43,1.738059,0.922934,1.132142,2.289145,1.437747,1.51638
RNF44,5.053361,5.488626,4.625157,5.122897,5.381081,3.898206
RNF5,50.222247,61.690958,47.998358,54.671857,51.307064,34.520986
RNF5P1,0.048595,0.069267,0,0,0.044639,0
RNF6,6.172324,6.354754,6.497228,7.499983,6.990411,6.722361
RNF7,20.24108,24.378326,21.412914,19.018464,21.178186,14.022279
RNF8,4.979948,6.0289,5.058844,5.534573,5.494754,2.683966
RNFT1,3.083972,4.525652,3.235479,3.456824,3.184303,2.686379
RNFT2,0.618414,0.473863,0.308413,0.554544,0.704949,0.446731
RNGTT,2.832544,2.951035,3.07555,3.212179,3.540943,2.928031
RNH1,42.856257,58.974384,44.892054,57.910973,50.305167,32.976623
RNLS,6.677062,5.829722,8.199359,8.277727,6.643892,4.130247
RNMT,7.584707,7.486524,6.500155,8.567732,8.529133,6.035639
RNMTL1,8.000234,8.955896,9.999245,7.963686,7.855215,5.909518
RNPC3,3.288801,3.845859,3.187735,4.033216,4.280955,4.453311
RNPEP,5.021389,3.98319,3.882088,4.895813,4.613607,3.876145
RNPEPL1,22.223973,24.678549,19.682618,23.536332,22.457692,15.617461
RNPS1,29.378708,32.207728,25.565747,24.823965,29.179488,18.37981
RNR1,2273.76876,3866.584472,3843.690543,2305.514252,4933.75954,5353.8861
RNR2,2038.866013,4334.631798,3060.091332,1646.854396,3474.028559,4062.337485
RNU1-1,5351.010026,5363.187826,5317.790714,3456.216934,2886.099545,5438.887404
RNU105A,191.77358,163.437054,206.776618,168.180555,171.401269,249.401171
RNU105B,0,0,0.288172,0,0,0
RNU105C,0,0,0,0.350025,0,0
RNU11,6.047689,6.889801,3.458058,0,4.460573,10.579446
RNU12,18.538243,10.599693,4.042978,8.095513,6.993387,22.537038
RNU2-1,14618.35376,15734.79931,15067.94988,10616.15943,7930.198939,26156.19618
RNU2-2P,719.39497,559.220481,731.814091,562.735913,468.079703,2305.183943
RNU4-1,56.541607,96.659374,50.118186,31.741176,24.606604,79.570749
RNU4-2,417.217033,450.322094,344.842591,230.866136,236.374694,1040.828599
RNU4ATAC,0.702509,0,2.898666,2.216824,0.973216,1.150747
RNU5A-1,12.364164,10.334701,2.34654,2.660189,2.039119,14.60203
RNU5B-1,0.77276,6.889801,7.039619,3.990284,5.097798,24.722376
RNU5D-1,0,0,0,0,0,0
RNU5E-1,0,1.72245,1.095052,2.660189,3.058679,3.082357
